O-D,Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable,Injured Reserve
O,Nick Leverett,NL-0119,Tampa Bay Buccaneers,AC-joint sprain,shoulder,upper body,Low Severity,Preseason,2022,,,,,
O,Nick Leverett,NL-0119,Tampa Bay Buccaneers,knee strain,knee,lower body,Low Severity,Week 18,2022,1,1,,,
D,Nick McCloud,NM-0114,New York Giants,hamstring strain,hamstring,lower body,Medium Severity,Week 1,2022,3,3,,,
O,Netane Muti,NM-1000,Las Vegas Raiders,knee strain,knee,lower body,Medium Severity,Preseason,2022,,,knee surgery,4-6 weeks,
O,Nate McCrary,NM-4118,,knee injury,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Nik Needham,NN-0025,Miami Dolphins,achilles tendon rupture,achilles,lower body,High Severity,Week 6,2022,11,11,Achilles tendon repair surgery,6-9 months,IR
O,Nicholas Petit-Frere,NP-2301,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 15,2022,,1,,,
O,Nicholas Petit-Frere,NP-2301,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 16,2022,1,2,,,
D,Nick Scott,NS-0303,Los Angeles Rams,rotator cuff strain,shoulder,upper body,Medium Severity,Week 17,2022,1,1,,,IR
D,Nick Vigil,NV-0200,Arizona Cardinals,hamstring strain,hamstring,lower body,Medium Severity,Week 4,2022,4,4,,,IR
D,Nick Williams,NW-0500,,biceps strain,biceps,upper body,High Severity,Week 9,2022,8,8,,,IR
D,Ola Adeniyi,OA-0075,,neck strain,neck,upper body,Low Severity,Preseason,2022,,1,,,
D,Ola Adeniyi,OA-0075,,neck strain,neck,upper body,Medium Severity,Week 2,2022,3,3,,,
O,O.J. Howard,OH-0250,Houston Texans,hip strain,hip,lower body,Low Severity,Week 17,2022,1,1,,,
O,Olabisi Johnson,OJ-0050,Minnesota Vikings,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Osirus Mitchell,OM-9961,,quad strain,quad,lower body,High Severity,Preseason,2022,17,17,,,IR
D,Osa Odighizuwa,OO-3812,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 11,2022,,1,,,
D,Otito Ogbonnia,OO-7218,Los Angeles Chargers,patellar tendon rupture,knee,lower body,High Severity,Week 10,2022,7,7,Patellar tendon repair surgery,6-8 months,IR
D,Oshane Ximines,OX-0100,New York Giants,quad strain,quad,lower body,Low Severity,Week 6,2022,2,3,,,
D,Paulson Adebo,PA-5893,New Orleans Saints,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,2,3,,,
D,Paulson Adebo,PA-5893,New Orleans Saints,knee sprain,knee,lower body,Low Severity,Week 5,2022,1,3,,,
D,Paulson Adebo,PA-5893,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Week 17,2022,1,1,,,
D,Percy Butler,PB-0110,Washington Commanders,quad strain,quad,lower body,Low Severity,Week 5,2022,1,1,,,
D,Percy Butler,PB-0110,Washington Commanders,hip strain,hip,lower body,Low Severity,Week 16,2022,,1,,,
O,Pharaoh Brown,PB-0725,Cleveland Browns,hip strain,hip,lower body,Low Severity,Week 3,2022,,,,,
O,Pharaoh Brown,PB-0725,Cleveland Browns,shoulder strain,shoulder,upper body,Low Severity,Week 2,2022,1,2,,,
O,Pharaoh Brown,PB-0725,Cleveland Browns,concussion,head,upper body,Low Severity,Week 7,2022,,1,,,
O,Phillip Dorsett,PD-0800,Houston Texans,hamstring strain,hamstring,lower body,Low Severity,Week 17,2022,1,1,,,
O,Pat Elflein,PE-0192,Carolina Panthers,hip strain,hip,lower body,High Severity,Week 6,2022,11,11,hip repair surgery,4-6 months,IR
D,Poona Ford,PF-0300,Seattle Seahawks,ankle sprain,ankle,lower body,Low Severity,Week 7,2022,,1,,,
O,Pat Freiermuth,PF-9947,Pittsburgh Steelers,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Pat Freiermuth,PF-9947,Pittsburgh Steelers,concussion,head,upper body,Low Severity,Week 5,2022,1,1,,,
O,Pat Freiermuth,PF-9947,Pittsburgh Steelers,MCL sprain,knee,lower body,Medium Severity,Week 18,2022,,,,,
O,Penny Hart,PH-0350,Seattle Seahawks,hamstring strain,hamstring,lower body,Medium Severity,Week 5,2022,4,4,,,
O,Phil Haynes,PH-0425,Seattle Seahawks,concussion,head,upper body,Low Severity,Week 7,2022,,1,,,
O,Phil Haynes,PH-0425,Seattle Seahawks,high-ankle sprain,ankle,lower body,Low Severity,Week 17,2022,1,2,,,
O,Peyton Hendershot,PH-9947,Dallas Cowboys,hamstring strain,hamstring,lower body,Low Severity,Postseason,2022,1,1,,,
O,Patrick Mahomes,PM-0025,Kansas City Chiefs,high-ankle sprain,ankle,lower body,Low Severity,Postseason,2022,,,,,
O,Patrick Mekari,PM-0775,Baltimore Ravens,back strain,back,upper body,Low Severity,Week 8,2022,,1,,,
O,Patrick Mekari,PM-0775,Baltimore Ravens,toe sprain,toe,lower body,Low Severity,Week 13,2022,,1,,,
O,Patrick Mekari,PM-0775,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 3,2022,1,1,,,
D,Phidarian Mathis,PM-6217,Washington Commanders,meniscus tear,knee,lower body,Medium Severity,Week 1,2022,4,4,,,IR
D,Patrick Queen,PQ-0100,Baltimore Ravens,thigh strain,quad,lower body,Low Severity,Week 13,2022,,1,,,
O,Patrick Ricard,PR-0125,Baltimore Ravens,calf strain,calf,lower body,Low Severity,Week 1,2022,,1,,,
O,Patrick Ricard,PR-0125,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 6,2022,,1,,,
D,Preston Smith,PS-0550,Green Bay Packers,shoulder & neck strain,shoulder,upper body,Low Severity,Week 8,2022,,1,,,
O,Pierre Strong,PS-5961,New England Patriots,shoulder strain,shoulder,upper body,Low Severity,Week 1,2022,,1,,,
O,Pierre Strong,PS-5961,New England Patriots,hamstring strain,hamstring,lower body,Low Severity,Week 8,2022,,1,,,
D,Patrick Surtain,PS-9547,Denver Broncos,shoulder strain,shoulder,upper body,Low Severity,Week 2,2022,,,,,
D,Payton Turner,PT-5512,New Orleans Saints,chest strain,chest,upper body,Medium Severity,Week 4,2022,3,3,,,
D,Payton Turner,PT-5512,New Orleans Saints,low-ankle sprain,ankle,lower body,Medium Severity,Week 11,2022,3,3,,,
O,P.J. Walker,PW-0050,Carolina Panthers,high-ankle sprain,ankle,lower body,Low Severity,Week 10,2022,2,2,,,
D,P.J. Williams,PW-0850,New Orleans Saints,quad strain,quad,lower body,Medium Severity,Week 4,2022,4,4,,,IR
D,P.J. Williams,PW-0850,New Orleans Saints,knee strain,knee,lower body,Low Severity,Week 12,2022,2,3,,,
D,Pete Werner,PW-3419,New Orleans Saints,ankle sprain,ankle,lower body,Medium Severity,Week 9,2022,4,5,,,
D,Pete Werner,PW-3419,New Orleans Saints,hamstring strain,hamstring,lower body,Low Severity,Week 15,2022,1,2,,,
D,Perrion Winfrey,PW-6800,Cleveland Browns,concussion,head,upper body,Low Severity,Week 10,2022,1,1,,,
D,Quinton Bohanna,QB-3930,Dallas Cowboys,neck strain,neck,upper body,Low Severity,Week 2,2022,,1,,,
D,Quinton Bohanna,QB-3930,Dallas Cowboys,shoulder sprain,shoulder,upper body,Low Severity,Week 4,2022,1,1,,,
D,Quinton Bohanna,QB-3930,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 12,2022,1,1,,,
O,Quintez Cephus,QC-0325,Detroit Lions,leg injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Quintez Cephus,QC-0325,Detroit Lions,foot sprain,foot,lower body,Medium Severity,Week 4,2022,4,4,,,IR
D,Quandre Diggs,QD-0300,Seattle Seahawks,knee sprain,knee,lower body,Low Severity,Week 2,2022,,1,,,
D,Quentin Lake,QL-0110,Los Angeles Rams,undisclosed injury,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Quinn Meinerz,QM-7144,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 1,2022,2,2,,,
O,Quinn Meinerz,QM-7144,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,2,2,,,
D,Quinn Meinerz,QM-7144,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 5,2022,,2,,,
O,Quintin Morris,QM-9947,Buffalo Bills,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,1,1,,,
D,Quincy Williams,QW-0050,New York Jets,high-ankle sprain,ankle,lower body,Low Severity,Week 3,2022,2,2,,,
D,Quinnen Williams,QW-0075,New York Jets,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Quinnen Williams,QW-0075,New York Jets,foot sprain,foot,lower body,Low Severity,Week 2,2022,,1,,,
D,Quinnen Williams,QW-0075,New York Jets,calf strain,calf,lower body,Low Severity,Week 14,2022,2,2,,,
O,Robbie Anderson,RA-1125,Arizona Cardinals,hip soreness,hip,lower body,Low Severity,Preseason,2022,,,,,
O,Robbie Anderson,RA-1125,Arizona Cardinals,groin strain,groin,lower body,Low Severity,Preseason,2022,,,,,
O,Robbie Anderson,RA-1125,Arizona Cardinals,back strain,back,upper body,Low Severity,Week 17,2022,1,1,,,
O,Raheem Blackshear,RB-0110,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
D,Reed Blankenship,RB-0221,Philadelphia Eagles,knee sprain,knee,lower body,Low Severity,Week 14,2022,1,1,,,
O,Ryan Bates,RB-1475,Buffalo Bills,low-ankle sprain,ankle,lower body,Low Severity,Week 14,2022,1,1,,,
O,Rex Burkhead,RB-4670,Houston Texans,concussion,head,upper body,Low Severity,Week 12,2022,1,1,,,
O,Rashod Bateman,RB-9961,Baltimore Ravens,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Rashod Bateman,RB-9961,Baltimore Ravens,foot sprain,foot,lower body,Low Severity,Week 4,2022,2,3,,,
O,Rashod Bateman,RB-9961,Baltimore Ravens,LisFranc injury,foot,lower body,High Severity,Week 8,2022,9,9,LisFranc Ligament Repair,4-6 months,IR
O,Randall Cobb,RC-1500,Green Bay Packers,foot injury,foot,lower body,Low Severity,Preseason,2022,,,,,
O,Randall Cobb,RC-1500,Green Bay Packers,ankle sprain,ankle,lower body,Medium Severity,Week 6,2022,4,4,,,IR
O,Rashaad Coward,RC-2425,Arizona Cardinals,chest pain,chest,upper body,Low Severity,Preseason,2022,,,,,
O,Rashaad Coward,RC-2425,Arizona Cardinals,chest strain,chest,upper body,Low Severity,Week 12,2022,2,2,,,
O,River Cracraft,RC-2525,Miami Dolphins,neck strain,neck,upper body,Medium Severity,Week 7,2022,3,3,,,
O,River Cracraft,RC-2525,Miami Dolphins,calf strain,calf,lower body,Medium Severity,Week 13,2022,3,4,,,
D,Ronald Darby,RD-0050,Denver Broncos,chest contusion,chest,upper body,Low Severity,Preseason,2022,,,,,
D,Ronald Darby,RD-0050,Denver Broncos,ACL tear,knee,lower body,High Severity,Week 5,2022,12,12,ACL reconstruction surgery,4-6 months,IR
O,Rico Dowdle,RD-0105,Dallas Cowboys,ankle sprain,ankle,lower body,Medium Severity,Week 5,2022,4,4,,,IR
D,Raekwon Davis,RD-0125,Miami Dolphins,knee sprain,knee,lower body,Low Severity,Preseason,2022,,1,,,
D,Raekwon Davis,RD-0125,Miami Dolphins,knee sprain,knee,lower body,Low Severity,Week 2,2022,1,2,,,
O,Ross Dwelley,RD-2300,San Francisco 49ers,rib bruise,rib,upper body,Low Severity,Week 3,2022,,1,,,
O,Romeo Doubs,RD-8302,Green Bay Packers,high-ankle sprain,ankle,lower body,Medium Severity,Week 9,2022,4,4,,,
D,Rashad Fenton,RF-0225,Atlanta Falcons,hamstring strain,hamstring,lower body,Low Severity,Week 5,2022,2,2,,,IR
O,Robert Foster,RF-1075,,hamstring strain,hamstring,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Russell Gage,RG-0025,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,4,,,
O,Russell Gage,RG-0025,Tampa Bay Buccaneers,back strain,back,upper body,Low Severity,Week 4,2022,,1,,,
O,Russell Gage,RG-0025,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Medium Severity,Week 7,2022,4,4,,,
O,Russell Gage,RG-0025,Tampa Bay Buccaneers,concussion,head,upper body,Low Severity,Postseason,2022,,,,,
O,Reggie Gilliam,RG-0105,Buffalo Bills,ankle sprain,ankle,lower body,Low Severity,Week 13,2022,1,1,,,
D,Rashan Gary,RG-0450,Green Bay Packers,toe sprain,toe,lower body,Low Severity,Week 5,2022,,1,,,
D,Rashan Gary,RG-0450,Green Bay Packers,concussion,head,upper body,Low Severity,Week 7,2022,,1,,,
D,Rashan Gary,RG-0450,Green Bay Packers,ACL tear,knee,lower body,High Severity,Week 9,2022,8,8,ACL reconstruction surgery,4-6 months,IR
D,Rasheem Green,RG-1675,Houston Texans,thigh strain,quad,lower body,Low Severity,Preseason,2022,1,1,,,
D,Rasheem Green,RG-1675,Houston Texans,knee sprain,knee,lower body,Low Severity,Week 7,2022,,1,,,
D,Randy Gregory,RG-1825,Denver Broncos,shoulder surgery rehabilitation,shoulder,upper body,Low Severity,Preseason,2022,,2,,,
D,Randy Gregory,RG-1825,Denver Broncos,meniscus tear,knee,lower body,Medium Severity,Week 4,2022,9,9,arthroscopic meniscus trim surgery,6-8 weeks,IR
D,Randy Gregory,RG-1825,Denver Broncos,knee soreness,knee,lower body,Low Severity,Week 15,2022,,1,,,
D,Randy Gregory,RG-1825,Denver Broncos,knee sprain,knee,lower body,Medium Severity,Week 16,2022,2,2,,,IR
O,Ryan Griffin,RG-1870,Chicago Bears,achilles strain,achilles,lower body,Low Severity,Week 2,2022,2,2,,,
D,Ronnie Harrison,RH-1150,Cleveland Browns,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,1,1,,,
O,Rodney Hudson,RH-3200,Arizona Cardinals,knee sprain,knee,lower body,High Severity,Week 4,2022,7,8,,,IR
O,Robert Hainsey,RH-7637,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Robert Hainsey,RH-7637,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 18,2022,,1,,,
O,Richie James,RJ-0450,New York Giants,knee sprain,knee,lower body,Low Severity,Week 11,2022,,2,,,
D,Rayshawn Jenkins,RJ-0650,Jacksonville Jaguars,concussion,head,upper body,Low Severity,Week 9,2022,,1,,,
D,Rayshawn Jenkins,RJ-0650,Jacksonville Jaguars,shoulder strain,shoulder,upper body,Low Severity,Week 17,2022,,1,,,
O,Ryan Jensen,RJ-0850,Tampa Bay Buccaneers,severe knee strain,knee,lower body,High Severity,Preseason,2022,18,18,,,IR
O,Robert Jones,RJ-8914,Miami Dolphins,back strain,back,upper body,Low Severity,Week 4,2022,,1,,,
D,Rashard Lawrence,RL-0281,Arizona Cardinals,hand injury,hand,upper body,Low Severity,Week 3,2022,2,3,,,
D,Rashard Lawrence,RL-0281,Arizona Cardinals,shoulder strain,shoulder,upper body,Medium Severity,Week 7,2022,4,4,,,IR
D,Raekwon McMillan,RM-3150,New England Patriots,ACL surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Raekwon McMillan,RM-3150,New England Patriots,thumb injury,thumb,upper body,Low Severity,Week 1,2022,1,5,,,
O,Raheem Mostert,RM-5050,Miami Dolphins,knee strain,knee,lower body,Low Severity,Week 5,2022,,1,,,
O,Raheem Mostert,RM-5050,Miami Dolphins,knee sprain,knee,lower body,Low Severity,Week 11,2022,1,1,,,
O,Raheem Mostert,RM-5050,Miami Dolphins,thumb fracture,thumb,upper body,Medium Severity,Week 18,2022,1,1,,,
D,Roger McCreary,RM-7208,Tennessee Titans,back strain,back,upper body,Low Severity,Week 3,2022,,1,,,
O,Rondale Moore,RM-9961,Arizona Cardinals,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2022,3,5,,,
O,Rondale Moore,RM-9961,Arizona Cardinals,groin strain,groin,lower body,Medium Severity,Week 11,2022,6,6,,,IR
O,Racey McMath,RM-9963,Tennessee Titans,undisclosed injury,leg,lower body,Medium Severity,Preseason,2022,13,13,,,IR
D,Ryan Neal,RN-0087,Seattle Seahawks,elbow & shoulder strain,arm,upper body,Low Severity,Week 12,2022,,1,,,
D,Ryan Neal,RN-0087,Seattle Seahawks,knee soreness,knee,lower body,Medium Severity,Week 13,2022,3,5,,,
D,Romeo Okwara,RO-0450,Detroit Lions,achilles repair surgery rehabilitation,achilles,lower body,Low Severity,Preseason,2022,,,,,
O,Rashaad Penny,RP-0550,Seattle Seahawks,groin strain,groin,lower body,Low Severity,Preseason,2022,,,,,
O,Rashaad Penny,RP-0550,Seattle Seahawks,tibia fracture,tibia,lower body,High Severity,Week 5,2022,12,12,tibia repair surgery,,IR
D,Robert Quinn,RQ-0200,Philadelphia Eagles,knee sprain,knee,lower body,Medium Severity,Week 12,2022,5,5,,,IR
O,Ryan Ramczyk,RR-0122,New Orleans Saints,elbow strain,elbow,upper body,Low Severity,Week 2,2022,,1,,,
O,Ryan Ramczyk,RR-0122,New Orleans Saints,hip strain,hip,lower body,Low Severity,Week 17,2022,1,1,,,
O,Riley Reiff,RR-0250,Chicago Bears,back strain,back,upper body,Low Severity,Week 12,2022,,1,,,
O,Richard Rodgers,RR-1050,Los Angeles Chargers,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
O,Rashawn Slater,RS-1283,Los Angeles Chargers,biceps rupture,biceps,upper body,High Severity,Week 3,2022,14,14,Biceps repair surgery,4-6 months,IR
D,Roquan Smith,RS-2250,Baltimore Ravens,undisclosed injury,leg,lower body,Low Severity,Preseason,2022,,,,,
D,Roquan Smith,RS-2250,Baltimore Ravens,hip strain,hip,lower body,Low Severity,Week 2,2022,,1,,,
D,Robert Spillane,RS-2475,Pittsburgh Steelers,back strain,back,upper body,Low Severity,Week 11,2022,1,1,,,
O,Ronnie Stanley,RS-2650,Baltimore Ravens,surgery rehabilitation,ankle,lower body,Medium Severity,Preseason,2022,4,5,,,
O,Ronnie Stanley,RS-2650,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 11,2022,2,2,,,
O,Rhamondre Stevenson,RS-9934,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Week 14,2022,,3,,,
O,Ryan Tannehill,RT-0150,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Week 7,2022,2,3,,,
O,Ryan Tannehill,RT-0150,Tennessee Titans,high-ankle sprain,ankle,lower body,Medium Severity,Week 15,2022,3,3,tightrope surgery,4-6 weeks,
O,Russell Wilson,RW-3850,Denver Broncos,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,1,2,,,
O,Russell Wilson,RW-3850,Denver Broncos,concussion,head,upper body,Low Severity,Week 14,2022,1,1,,,
D,Rashad Weaver,RW-7078,Tennessee Titans,back strain,back,upper body,Low Severity,Week 7,2022,1,1,,,
D,Rock Ya-Sin,RY-0050,Las Vegas Raiders,knee strain,knee,lower body,Low Severity,Week 3,2022,1,1,,,
D,Rock Ya-Sin,RY-0050,Las Vegas Raiders,knee strain,knee,lower body,Medium Severity,Week 13,2022,3,3,,,
O,Salvon Ahmed,SA-0325,Miami Dolphins,heel strain,heel,lower body,Low Severity,Preseason,2022,1,2,,,
O,Salvon Ahmed,SA-0325,Miami Dolphins,back strain,back,upper body,Low Severity,Week 4,2022,,1,,,
O,Saquon Barkley,SB-0212,New York Giants,neck strain,neck,upper body,Low Severity,Week 13,2022,,1,,,
D,Shaquil Barrett,SB-0225,Tampa Bay Buccaneers,achilles tendon rupture,achilles,lower body,High Severity,Week 8,2022,9,9,Achilles tendon repair surgery,6-9 months,IR
D,Shaun Bradley,SB-1150,Philadelphia Eagles,hamstring strain,hamstring,lower body,Low Severity,Week 13,2022,1,1,,,
D,Shaun Bradley,SB-1150,Philadelphia Eagles,wrist strain,wrist,upper body,Medium Severity,Week 17,2022,1,1,,,IR
D,Sean Murphy-Bunting,SB-1950,Tampa Bay Buccaneers,quad strain,quad,lower body,Medium Severity,Week 5,2022,3,4,,,
D,Sean Murphy-Bunting,SB-1950,Tampa Bay Buccaneers,quad strain,quad,lower body,Medium Severity,Week 12,2022,2,3,,,
O,Spencer Burford,SB-6143,San Francisco 49ers,ankle sprain,ankle,lower body,Low Severity,Week 12,2022,1,1,,,
D,Tre Brown,SB-9172,Seattle Seahawks,knee surgery rehabilitation,knee,lower body,Medium Severity,Preseason,2022,4,4,,,IR
O,Spencer Brown,SB-9929,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,,,,,
O,Spencer Brown,SB-9929,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 6,2022,2,2,,,
D,Sean Chandler,SC-0450,Carolina Panthers,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,,1,,,
O,Saahdiq Charles,SC-0525,Washington Commanders,concussion,head,upper body,High Severity,Week 14,2022,4,4,,,IR
O,Samuel Cosmi,SC-8861,Washington Commanders,thumb sprain,thumb,upper body,Low Severity,Week 4,2022,2,3,,,
O,Sam Darnold,SD-0175,Carolina Panthers,high-ankle sprain,ankle,lower body,High Severity,Preseason,2022,9,9,,,IR
D,Samson Ebukam,SE-0025,San Francisco 49ers,quad strain,quad,lower body,Low Severity,Week 8,2022,2,3,,,
O,Simi Fehoko,SF-9986,Dallas Cowboys,shoulder strain,shoulder,upper body,Low Severity,Week 3,2022,,,,,
D,Stephon Gilmore,SG-0650,Indianapolis Colts,wrist strain,wrist,upper body,Low Severity,Week 17,2022,1,1,,,
D,Shaquill Griffin,SG-1600,Jacksonville Jaguars,hip strain,hip,lower body,Low Severity,Week 2,2022,1,2,,,
D,Shaquill Griffin,SG-1600,Jacksonville Jaguars,back strain,back,upper body,Medium Severity,Week 6,2022,5,5,,,IR
D,Shelby Harris,SH-0150,Seattle Seahawks,glute strain,glute,lower body,Low Severity,Week 2,2022,1,1,,,
D,Shelby Harris,SH-0150,Seattle Seahawks,hip strain,hip,lower body,Low Severity,Week 5,2022,,1,,,
D,Shelby Harris,SH-0150,Seattle Seahawks,knee strain,knee,lower body,Low Severity,Week 18,2022,,1,,,
D,Sam Hubbard,SH-1393,Cincinnati Bengals,calf strain,calf,lower body,Low Severity,Week 15,2022,2,2,,,
D,Sidney Jones,SJ-0775,Las Vegas Raiders,concussion,head,upper body,Low Severity,Preseason,2022,,,,,
D,Sidney Jones,SJ-0775,Las Vegas Raiders,groin strain,groin,lower body,Low Severity,Week 6,2022,2,2,,,
D,Sebastian Joseph,SJ-0787,Los Angeles Chargers,ankle sprain,ankle,lower body,Low Severity,Week 6,2022,,1,,,
D,Sebastian Joseph,SJ-0787,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 13,2022,1,2,,,
D,Shemar Jean-Charles,SJ-5411,Green Bay Packers,ankle sprain,ankle,lower body,Medium Severity,Week 7,2022,5,5,,,
O,Shane Lemieux,SL-0525,New York Giants,foot sprain,foot,lower body,High Severity,Preseason,2022,9,9,,,IR
O,Shane Lemieux,SL-0525,New York Giants,toe sprain,toe,lower body,High Severity,Week 11,2022,7,7,,,IR
D,Smoke Monday,SM-0110,New Orleans Saints,ACL tear,knee,lower body,High Severity,Preseason,2022,17,17,ACL reconstruction surgery,4-6 months,IR
O,Shaquille Mason,SM-0850,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Low Severity,Week 6,2022,,1,,,
D,Steven Means,SM-2450,Baltimore Ravens,achilles tendon tear,achilles,lower body,High Severity,Week 2,2022,15,15,Achilles tendon repair surgery,6-9 months,IR
O,Stanley Morgan,SM-3250,Cincinnati Bengals,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,2,2,,,
O,Skyy Moore,SM-7319,Kansas City Chiefs,hamstring strain,hamstring,lower body,Low Severity,Preseason,2022,,,,,
O,Skyy Moore,SM-7319,Kansas City Chiefs,hand strain,hand,upper body,Low Severity,Week 17,2022,1,1,,,
D,Steven Nelson,SN-0450,Houston Texans,foot sprain,foot,lower body,Low Severity,Week 14,2022,1,2,,,
D,Sheldon Rankins,SR-0050,New York Jets,dislocated elbow,elbow,upper body,Low Severity,Week 9,2022,2,2,,,
O,Sammis Reyes,SR-3478,Chicago Bears,undisclosed injury,leg,lower body,High Severity,Preseason,2022,17,17,,,IR
O,Sam Schlueter,SS-0114,New York Jets,knee tendonitis,knee,lower body,High Severity,Preseason,2022,,,,,
O,Sterling Shepard,SS-1250,New York Giants,achilles repair surgery rehabilitation,achilles,lower body,Low Severity,Preseason,2022,,,,,
O,Sterling Shepard,SS-1250,New York Giants,ACL tear,knee,lower body,High Severity,Week 3,2022,14,14,ACL reconstruction surgery,4-6 months,IR
O,Steven Sims,SS-1537,Pittsburgh Steelers,hamstring strain,hamstring,lower body,Low Severity,Week 6,2022,1,1,,,
O,Stephen Sullivan,SS-3175,Carolina Panthers,back strain,back,upper body,Low Severity,Week 4,2022,1,1,,,
O,Shi Smith,SS-9968,Carolina Panthers,groin strain,groin,lower body,Low Severity,Week 1,2022,,1,,,
D,Sione Takitaki,ST-0025,Cleveland Browns,ACL tear,knee,lower body,High Severity,Week 13,2022,5,5,ACL reconstruction surgery,4-6 months,IR
O,Skylar Thompson,ST-0110,Miami Dolphins,thumb sprain,thumb,upper body,Low Severity,Week 6,2022,1,1,,,
D,Stantley Thomas-Oliver,ST-0537,Carolina Panthers,achilles strain,achilles,lower body,Low Severity,Week 2,2022,1,2,,,
D,Stantley Thomas-Oliver,ST-0537,Carolina Panthers,thigh strain,quad,lower body,Medium Severity,Week 4,2022,5,5,,,IR
D,Shaq Thompson,ST-0550,Carolina Panthers,knee surgery rehabilitation,knee,lower body,Low Severity,Preseason,2022,,,,,
D,Shaka Toney,ST-9114,Washington Commanders,calf strain,calf,lower body,Low Severity,Week 8,2022,1,1,,,
D,Sam Webb,SW-0110,Las Vegas Raiders,hamstring strain,hamstring,lower body,Low Severity,Week 3,2022,,1,,,
D,Sam Webb,SW-0110,Las Vegas Raiders,knee sprain,knee,lower body,Low Severity,Week 4,2022,,1,,,
D,Sam Williams,SW-0111,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 7,2022,1,1,,,
D,Samuel Womack,SW-0112,San Francisco 49ers,concussion,head,upper body,Low Severity,Week 14,2022,1,1,,,
O,Sammy Watkins,SW-0450,Baltimore Ravens,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2022,4,5,,,IR
D,Shaun Wade,SW-5375,New England Patriots,ankle sprain,ankle,lower body,Low Severity,Preseason,2022,1,2,,,
D,Sterling Weatherford,SW-9619,Chicago Bears,concussion,head,upper body,Low Severity,Week 11,2022,1,1,,,
D,Tre Avery,TA-0114,Tennessee Titans,concussion,head,upper body,Low Severity,Week 13,2022,1,1,,,
D,Tre Avery,TA-0114,Tennessee Titans,concussion,head,upper body,Low Severity,Week 13,2022,2,3,,,
O,Tremayne Anchrum,TA-0650,Los Angeles Rams,fibula fracture,fibula,lower body,High Severity,Week 2,2022,15,15,fibula repair surgery ,3-6 months,IR
O,Terron Armstead,TA-0850,Miami Dolphins,toe sprain,toe,lower body,Low Severity,Week 1,2022,1,8,,,
O,Terron Armstead,TA-0850,Miami Dolphins,pectoral strain,chest,upper body,Low Severity,Week 12,2022,3,4,,,
O,Terron Armstead,TA-0850,Miami Dolphins,knee strain,knee,lower body,Low Severity,Week 15,2022,,,,,
O,Terron Armstead,TA-0850,Miami Dolphins,hip strain,hip,lower body,Low Severity,Week 16,2022,,3,,,
